Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info
"thunder bay,Michigan",04/06/2015,14.7,35.7,25.9,11.6,57.98,,11.1,19.5,186.42,6.7,0,0,,9.9,0.1,1023.5,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/07/2015,18.3,37.1,28.1,15.3,62.82,,16.1,20.1,186.1,11.5,0,0,,9.9,0,1029.6,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/08/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/09/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/10/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/11/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/12/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/13/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/14/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/15/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/16/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/17/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/18/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/19/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/20/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/21/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/22/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/23/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/24/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
"thunder bay,Michigan",04/25/2015,,,,,,,,,,,,,,,,,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","","No data available"
